uvrstitev,id,naslov,avtor,povp_ocena,st_ocen,ocena,st_glasov,zbirka,zap_st_knjige_v_zbirki
7589,41572229,Sea People: The Puzzle of Polynesia,Christina Thompson,4.22,2830,61,1,,
7636,6614242,Ghouls Gone Wild,Victoria Laurie,4.09,4724,60,1,Ghost Hunter Mystery,4
7636,115304,Ending Your Day Right: Devotions for Every Evening of the Year,Joyce Meyer,4.55,656,60,1,,
7636,10954141,Flash Gold,Lindsay Buroker,3.92,2898,60,1,Flash Gold Chronicles,1
7636,4543979,Dust and Shadow: An Account of the Ripper Killings by Dr. John H. Watson,Lyndsay Faye,3.99,7619,60,1,,
7636,614780,Blood Lines,Eileen Wilks,4.03,6028,60,1,World of the Lupi,3
7636,10894503,A Beautiful Friendship,David Weber,4.02,4544,60,1,Honorverse: Stephanie Harrington,1
7636,13586485,Through the Killing Glass,Mainak Dhar,3.78,904,60,1,Alice in Deadland,2
7636,2054504,The Outcast,Sadie Jones,3.63,9120,60,1,,
7636,2935807,The Dragonfly Pool,Eva Ibbotson,4.04,4622,60,1,,
7636,2116687,Slumberland,Paul Beatty,3.84,1428,60,1,,
7636,4138268,A Break in Time,Michelle  Miles,4.00,7,60,1,,
7636,11946699,Anger Antidotes: How Not to Lose Your S#!,Ian Brennan,3.29,17,60,1,,
7636,15812184,Slated,Teri Terry,4.07,27398,60,1,Slated,1
7636,12275305,Dreamboat Dad,Alan Duff,3.98,56,60,1,,
7636,12280500,Conqueror,Conn Iggulden,4.44,10372,60,1,Conqueror,5
7636,15797358,The Arrangement,Mary Balogh,3.88,9474,60,1,The Survivors' Club,2
7636,15803748,Staff of Judea,Alex Archer,3.91,220,60,1,Rogue Angel,41
7636,13227874,"Batwoman, Volume 1: Hydrology",J.H. Williams III,4.06,9459,60,1,,
7636,7547895,Vibrant Matter: A Political Ecology of Things,Jane Bennett,3.87,926,60,1,,
7636,22249086,Raine Falling,Paula Marinaro,4.00,8023,60,1,Hells Saints Motorcycle Club,1
7636,10321588,My Dear I Wanted to Tell You,Louisa Young,3.84,5723,60,1,,
7636,17239074,Omega,Jeremy Robinson,4.39,975,60,1,Chess Team Adventure,5
7636,678076,Doctor Who: Only Human,Gareth Roberts,3.89,3265,60,1,,
7636,18513556,"Sword Art Online, Vol. 01: Aincrad",Reki Kawahara,4.30,8054,60,1,Sword Art Online Light Novel,1
7636,7674201,Christ the Key,Kathryn Tanner,4.05,92,60,1,,
7636,26194013,Thrice the Brinded Cat Hath Mew'd,Alan Bradley,3.98,19517,60,1,Flavia de Luce,8
7636,20262502,The Moor's Account,Laila Lalami,4.02,9527,60,1,,
7636,16116760,Silence,Natasha Preston,3.96,29661,60,1,Silence,1
7636,18659623,Through the Woods,Emily Carroll,3.93,67896,60,1,,
7636,23846013,The Rose Society,Marie Lu,4.05,55108,60,1,The Young Elites,2
7636,36949972,The Gate,A.L. Lester,3.27,113,60,1,,
7636,6835107,How Could She?,Dana Fowley,3.99,517,60,1,,
7636,35959168,The Secrets Between Us,Thrity Umrigar,4.47,5886,60,1,,
7636,20312462,Jackaby,William Ritter,3.82,29432,60,1,Jackaby,1
7636,664566,Margrave of the Marshes,John  Peel,3.99,3037,60,1,,
7636,16037081,Sharpe's Escape,Bernard Cornwell,4.15,8089,60,1,Sharpe,10
7636,28268515,The Road Back to You: An Enneagram Journey to Self-Discovery,Ian Morgan Cron,4.18,43513,60,1,,
7636,12376830,In the Shadow of the Sword: The Birth of Islam and the Rise of the Global Arab Empire,Tom Holland,3.91,3618,60,1,,
7636,27246151,Teddycats,Mike Storey,3.78,18,60,1,Teddycats,1
7636,603911,SilverFin,Charlie Higson,3.83,13193,60,1,Young Bond,1
7636,50279680,We Begin at the End,Chris Whitaker,4.19,41273,60,1,,
7636,53625756,The Sweet Taste of Muscadines,Pamela Terry,4.11,3039,60,1,,
7678,3474906,Ghouls Just Haunt to Have Fun,Victoria Laurie,4.07,5076,59,1,Ghost Hunter Mystery,3
7678,566850,The Rest of Her Life,Laura Moriarty,3.39,6973,59,1,,
7678,232251,The Book of Bright Ideas,Sandra Kring,3.99,6737,59,2,,
7678,9574711,Prince of Bryanae,Jeffrey Getzin,3.68,92,59,1,,
7678,356867,The Lone Samurai: The Life of Miyamoto Musashi,William Scott Wilson,4.12,1608,59,1,,
7678,13166599,"Atlantic Fever: Lindbergh, His Competitors, and the Race to Cross the Atlantic",Joe      Jackson,4.14,96,59,1,,
7678,1839075,The Seventh Daughter,Allan Frewin Jones,3.88,4273,59,1,Faerie Path,3
7678,434277,"Power to the People: How the Coming Energy Revolution Will Transform an Industry, Change Our Lives, and Maybe Even Save the Planet",Vijay V. Vaitheeswaran,3.38,78,59,1,,
7678,938347,A Bend in Time,Michelle  Miles,4.27,11,59,1,,
7678,8163722,Earth (The Book): A Visitor's Guide to the Human Race,Jon   Stewart,3.89,27673,59,1,,
7678,12366855,Dogside Story,Patricia Grace,3.58,178,59,1,,
7678,7125012,That Perfect Someone,Johanna Lindsey,3.99,6903,59,1,Malory-Anderson Family,10
7678,16074568,The Vanishing Tribe,Alex Archer,3.88,224,59,1,Rogue Angel,42
7678,47783,35 kilos d'espoir,Anna Gavalda,3.83,3441,59,1,,
7678,8400986,Echo,Jack McDevitt,3.91,2990,59,1,Alex Benedict,5
7678,6911529,Batwoman: Elegy,Greg Rucka,4.16,12916,59,1,,
7678,18467818,An Untamed State,Roxane Gay,4.08,18152,59,1,,
7678,24390080,The Lost Twin,Sophie Cleverly,4.38,3503,59,1,Scarlet and Ivy,1
7678,13355017,"Dearly, Beloved",Lia Habel,3.85,2258,59,1,Gone With the Respiration,2
7678,866719,The Last Summer of the World,Emily Mitchell,3.89,159,59,1,,
7678,17573648,Dirty Love,Andre Dubus III,3.53,3609,59,1,,
7678,11831253,Callsign: King,Jeremy Robinson,4.13,1011,59,1,Jack Sigler) (Chess Team,1
7678,8345829,Havana Real: One Woman Fights to Tell the Truth about Cuba Today,Yoani Sánchez,3.93,371,59,1,,
7678,13167852,Hunting the Dark Knight: Twenty-First Century Batman,Will Brooker,4.01,69,59,1,,
7678,19539103,"Sword Art Online, Vol. 02:  Aincrad",Reki Kawahara,4.23,4291,59,1,Sword Art Online Light Novel,2
7678,606592,"Science Fictions: A Scientific Mystery, a Massive Cover-Up, and the Dark Legacy of Robert Gallo",John Crewdson,4.42,36,59,1,,
7678,24736917,A Lovely Way to Burn,Louise Welsh,3.35,1536,59,1,Plague Times,1
7678,376540,How to Spot a Liar: Why People Don't Tell the Truth...and How You Can Catch Them,Gregory Hartley,3.46,276,59,1,,
7678,7862725,Branded,Keary Taylor,3.71,16639,59,1,Fall of Angels,1
7678,22718736,Sweet,Emmy Laybourne,3.63,3017,59,1,,
7678,35570613,Family Secrets,Malcolm Bryant,2.71,17,59,1,,
7678,54171,Wicked Beyond Belief: The Hunt for the Yorkshire Ripper,Michael Bilton,4.30,978,59,1,,
7678,35068432,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,4.10,198953,59,1,,
7678,20751437,Future Days: Krautrock and the Building of Modern Germany,David  Stubbs,4.03,504,59,1,,
7678,18148722,Why Fish Fart: Gross but True Things You'll Wish You Didn't Know,Francesca Gould,3.65,208,59,1,,
7678,2638786,The General,Robert Muchamore,4.29,12273,59,1,Cherub,10
7678,29875897,Whereas,Layli Long Soldier,4.40,2758,59,1,,
7678,52956654,To Wake the Giant: A Novel of Pearl Harbor,Jeff Shaara,4.42,2267,59,1,,
7678,43708884,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.59,86880,59,2,,
7678,675964,"Listen, You Pencil Neck Geeks",Classy Freddie Blassie,4.07,321,59,1,,
7718,196504,City of Shadows,Ariana Franklin,3.95,6746,58,1,,
7718,1284050,Demons are a Ghoul's Best Friend,Victoria Laurie,4.06,6306,58,1,Ghost Hunter Mystery,2
7718,229201,The Center of Everything,Laura Moriarty,3.67,9427,58,1,,
7718,12646,On Democracy &amp; Education,Noam Chomsky,3.98,97,58,1,,
7718,6569426,Along Came A Demon,Linda Welch,3.65,1812,58,1,Whisperings,1
7718,3584,"The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear, the Real Forensics Behind the Great Detective's Greatest Cases",E.J. Wagner,4.22,2165,58,1,,
7718,480575,Queen of Camelot (Queen of Camelot #1-2),Nancy McKenzie,4.07,2641,58,1,,
7718,114539,American Babylon: Race and the Struggle for Postwar Oakland,Robert O. Self,4.08,348,58,1,,
7718,7705934,Captive: My Time as a Prisoner of the Taliban,Jere Van Dyk,3.37,329,58,1,,
7718,110244,A Nation Under Our Feet: Black Political Struggles in the Rural South from Slavery to the Great Migration,Steven Hahn,4.09,873,58,1,,
7718,4912898,Tu,Patricia Grace,3.95,421,58,1,,
7718,11879737,The Ugly Duchess,Eloisa James,3.65,12773,58,1,Fairy Tales,4
7718,8909152,Attachments,Rainbow Rowell,3.88,186612,58,1,,
7718,17164179,Clockwork Doomsday,Alex Archer,3.99,203,58,1,Rogue Angel,43
7718,17671930,"Batwoman, Volume 3: World's Finest",J.H. Williams III,4.12,3179,58,1,,
7718,22468475,Trinity,Conn Iggulden,4.13,7419,58,1,Wars of the Roses,2
7718,12275907,The Road to Grace,Richard Paul Evans,4.24,11091,58,1,The Walk,3
7718,10048874,"Dearly, Departed",Lia Habel,3.83,10397,58,1,Gone With the Respiration,1
7718,7506008,Sex and Stravinsky,Barbara Trapido,3.51,644,58,1,,
7718,11434075,The Last Hunter: Pursuit,Jeremy Robinson,4.21,925,58,1,Antarktos Saga,2
7718,7074482,Wilson,Daniel Clowes,3.75,7255,58,1,,
7718,25167898,Grayson's Vow,Mia Sheridan,4.18,19470,58,1,,
7718,10893138,The Time of My Life,Cecelia Ahern,3.86,19611,58,1,,
7718,678230,Doctor Who: Storm Warning,Alan Barnes,3.91,869,58,1,,
7718,21920950,"Sword Art Online, Vol. 03: Fairy Dance",Reki Kawahara,4.16,3516,58,1,Sword Art Online Light Novel,3
7718,5944774,"Desiring the Kingdom: Worship, Worldview, and Cultural Formation",James K.A. Smith,4.22,2868,58,1,,
7718,25613619,The Widow,Fiona Barton,3.52,99720,58,1,,
7718,9435890,Edge,Jeffery Deaver,3.99,10716,58,1,,
7718,31285121,The Roanoke Girls,Amy Engel,3.72,25708,58,1,,
7718,13056159,The Chaperone,Laura Moriarty,3.86,60662,58,2,,
7718,29983019,Being,Kevin Brooks,3.63,2868,58,1,,
7718,156462,Emotions Revealed: Recognizing Faces and Feelings to Improve Communication and Emotional Life,Paul Ekman,4.04,6696,58,1,,
7718,17261840,In the City of Gold and Silver:  The Story of Begum Hazrat Mahal,Kenizé Mourad,3.72,518,58,1,,
7718,18215086,Savage Drift,Emmy Laybourne,4.06,6464,58,1,Monument 14,3
7718,37555668,Bear Season,Kaleidoscope MM,3.52,155,58,1,,
7718,30820256,"The Kuřim Case: A Terrifying True Story of Child Abuse, Cults &amp; Cannibalism",Ryan  Green,3.22,1029,58,1,,
7718,765228,Rough Trade: Labels Unlimited,Rob Young,3.88,50,58,1,,
7718,43806846,Murmur,Will Eaves,3.44,758,58,1,,
7718,24885878,My Diary from the Edge of the World,Jodi Lynn Anderson,4.10,1590,58,1,,
7718,1166131,The Recruit,Robert Muchamore,4.24,31049,58,1,Cherub,1
7718,6444492,A Paradise Built in Hell: The Extraordinary Communities That Arise in Disaster,Rebecca Solnit,3.94,2517,58,1,,
7718,45358946,Battle Scars: A Story of War and All That Follows,Jason Fox,4.19,3673,58,1,,
7718,605617,Inheritance,Steven Savile,3.68,317,58,1,Von Carstein,1
7718,137464,Terry Funk: More Than Just Hardcore,Terry Funk,3.89,490,58,1,,
7718,58241336,The Eagle's Claw: A Novel of the Battle of Midway,Jeff Shaara,4.37,1351,58,1,,
7763,269741,Sweet Revenge ,Diane Mott Davidson,3.80,7903,57,1,A Goldy Bear Culinary Mystery,14
7763,1017140,The Speckled People: A Memoir of a Half-Irish Childhood,Hugo Hamilton,3.75,1297,57,1,,
7763,129537,What's a Ghoul to Do?,Victoria Laurie,3.88,8298,57,1,Ghost Hunter Mystery,1
7763,7558747,Revolution,Jennifer Donnelly,4.00,29243,57,2,,
7763,7858184,Magic at the Gate,Devon Monk,4.07,5307,57,1,Allie Beckstrom,5
7763,6611059,Shadow Blade,Seressia Glass,3.55,1282,57,1,Shadowchasers,1
7763,6916961,Although of Course You End Up Becoming Yourself: A Road Trip with David Foster Wallace,David Lipsky,3.91,8094,57,1,,
7763,580933,The Mammoth Book of Haunted House Stories,Peter Haining,3.88,901,57,1,,
7763,938540,Alternative Urban Futures: Planning for Sustainable Development in Cities throughout the World,Raquel Pinderhughes,4.00,15,57,1,,
7763,4423027,Dancing at the River's Edge: A Patient and Her Doctor Negotiate Life with Chronic Illness,Alida Brill,4.04,48,57,1,,
7763,221298,The Gods of War,Conn Iggulden,4.31,14003,57,1,Emperor,4
7763,15808401,The Heart of a Hero,Janet Chapman,4.30,1657,57,1,Spellbound Falls,4
7763,18081809,Landline,Rainbow Rowell,3.55,158264,57,1,,
7763,18308526,"The Babel Codex (Rogue Angel, #43.5)",Alex Archer,3.97,185,57,1,,
7763,11048704,Il pleuvait des oiseaux,Jocelyne Saucier,4.00,4007,57,1,,
7763,11099135,Firebird,Jack McDevitt,4.06,2814,57,1,Alex Benedict,6
7763,154798,Superman: Red Son,Mark Millar,4.17,51913,57,1,,
7763,65118,The Hostile Hospital,Lemony Snicket,3.98,104967,57,2,A Series of Unfortunate Events,8
7763,22303702,Six Million Accusers: Catching Adolf Eichmann,D. Lawrence-Young,4.30,80,57,1,,
7763,2776527,Traffic: Why We Drive the Way We Do and What It Says About Us,Tom Vanderbilt,3.71,7367,57,1,,
7763,218495,Foley is Good: And the Real World is Faker Than Wrestling,Mick Foley,3.94,3793,57,1,,
7763,173646,The Hardcore Diaries,Mick Foley,3.60,1969,57,2,,
7763,23337735,Weweni,Margaret Noodin,4.61,33,57,1,,
7763,11560255,Doctor Who: The Official Annual 2012,Kieran Grant,3.71,93,57,1,,
7763,22875088,"Sword Art Online, Vol. 04: Fairy Dance",Reki Kawahara,4.19,3133,57,1,Sword Art Online Light Novel,4
7763,3991890,The Bodies Left Behind,Jeffery Deaver,3.79,10072,57,1,,
7763,16248114,Maya's Notebook,Isabel Allende,3.85,25438,57,1,,
7763,6289194,Gefangen im Palast von Babylon,P.B. Kerr,3.84,12620,57,1,Die Kinder des Dschinn,2
7763,26063725,Inside Nudging: Navigating Behavioral Science Applications,Steve Shu,3.50,2,57,1,,
7763,18079683,"Boy, Snow, Bird",Helen Oyeyemi,3.36,27759,57,1,,
7763,12432220,The False Prince,Jennifer A. Nielsen,4.17,89022,57,1,Ascendance,1
7763,37642743,The Headstrong Bride,Christian Michael,3.93,15,57,1,,
7763,40996,The Wizard,Gene Wolfe,3.86,3086,57,1,The Wizard Knight,2
7763,24422344,A Head Full of Ghosts,Paul Tremblay,3.80,56822,57,1,,
7763,27064345,"The Mandibles: A Family, 2029–2047",Lionel Shriver,3.68,9168,57,1,,
7763,52482006,Seven Letters,Sinéad Moriarty,4.10,1222,57,1,,
7763,13330670,Stag's Leap: Poems,Sharon Olds,4.13,3498,57,1,,
7800,1017143,The Sailor in the Wardrobe,Hugo Hamilton,3.82,154,56,1,,
7800,9635592,Captive Queen: A Novel of Eleanor of Aquitaine,Alison Weir,3.76,8726,56,1,,
7800,2113410,Belong to Me,Marisa de los Santos,3.87,29363,56,1,Love Walked In,2
7800,8349384,Sisters of the Quilt: The Complete Trilogy,Cindy Woodsmall,4.43,1288,56,1,,
7800,2916001,Oxygen,Carol Cassella,3.71,7945,56,1,,
7800,7109044,Magic on the Storm,Devon Monk,4.05,6222,56,1,Allie Beckstrom,4
7800,10122126,Better Off Undead,D.D. Barant,4.03,2530,56,1,The Bloodhound Files,4
7800,3113386,Hands of Flame,C.E. Murphy,3.97,2295,56,1,Negotiator Trilogy/Old Races Universe,3
7800,3419519,Something for the Pain: One Doctor's Account of Life and Death in the ER,Paul Austin,3.84,1933,56,1,,
7800,7502392,The Empathic Civilization: The Race To Global Consciousness In A World In Crisis,Jeremy Rifkin,4.04,869,56,1,,
7800,8536070,The Rise and Fall of Ancient Egypt: The History of a Civilisation from 3000 BC to Cleopatra,Toby Wilkinson,4.10,3510,56,1,,
7800,6172192,"America, Empire of Liberty: A New History",David   Reynolds,4.20,448,56,1,,
7800,14296888,Waking Up with a Rake,Connie Mason,3.69,473,56,1,The Royal Rakes,1
7800,16052012,Flora &amp; Ulysses: The Illuminated Adventures,Kate DiCamillo,3.87,46452,56,1,,
7800,17382884,Blood Cursed,Alex Archer,3.76,193,56,1,Rogue Angel,44
7800,542064,Superman: Sacrifice,Greg Rucka,3.59,770,56,1,,
7800,17349055,The Real Boy,Anne Ursu,3.97,6006,56,1,,
7800,6580569,The Betrayal of the Blood Lily,Lauren Willig,3.84,6124,56,1,Pink Carnation,6
7800,83381,Terrorists or Freedom Fighters?: Reflections on the Liberation of Animals,Steven Best,4.26,148,56,1,,
7800,5757742,Kronos,Jeremy Robinson,3.85,1368,56,1,Origins,5
7800,3272165,Bad Science,Ben Goldacre,4.04,41420,56,1,,
7800,25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,4.21,301790,56,1,,
7800,14755,The Guy Not Taken,Jennifer Weiner,3.49,23379,56,1,,
7800,1395496,The Lion and the Unicorn: Gladstone vs. Disraeli,Richard Aldous,3.90,351,56,1,,
7800,23731869,"Sword Art Online, Vol. 05: Phantom Bullet",Reki Kawahara,4.31,2769,56,1,Sword Art Online Light Novel,5
7800,209641,Cinderella's Sisters: A Revisionist History of Footbinding,Dorothy Ko,3.95,160,56,1,,
7800,2259075,The Garden Book,Brian Castro,3.25,36,56,1,,
7800,8597942,The Butterfly's Daughter,Mary Alice Monroe,3.87,4197,56,1,,
7800,17558024,Das Rätsel der neunten Kobra,P.B. Kerr,3.87,10077,56,1,Die Kinder des Dschinn,3
7800,4477,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande,4.24,44638,56,1,,
7800,21479290,The Hanging Tree,Ben Aaronovitch,4.21,29683,56,1,Rivers of London,6
7800,36221339,Provoking The Professor,Malcolm Bryant,3.27,15,56,1,,
7800,5632515,Monster,Allan Hall,3.56,786,56,1,,
7800,27209312,A Flight of Arrows,Lori Benton,4.42,632,56,1,The Pathfinders,2
7800,15014,Crucial Conversations: Tools for Talking When Stakes Are High,Kerry Patterson,4.03,57539,56,1,,
7800,37715349,"I Survived the Attack of the Grizzlies, 1967",Lauren Tarshis,4.22,1938,56,1,I Survived,17
7800,831807,Mules of Love,Ellen Bass,4.34,257,56,1,,
7800,53377292,The Lost Soul,Olga Tokarczuk,4.38,1364,56,1,,
7800,56339679,Harlem Shuffle,Colson Whitehead,3.91,9190,56,1,,
7839,416327,Eifelheim,Michael Flynn,3.77,3762,55,1,,
7839,6203049,Death's Mistress,Karen Chance,4.20,17038,55,1,Dorina Basarab,2
7839,4954,You Shall Know Our Velocity!,Dave Eggers,3.63,28194,55,1,,
7839,19056,Wickett's Remedy,Myla Goldberg,3.27,2045,55,1,,
7839,6381988,Magic in the Shadows,Devon Monk,4.03,6711,55,1,Allie Beckstrom,3
7839,5604848,Destined for an Early Grave,Jeaniene Frost,4.31,83095,55,2,Night Huntress,4
7839,13042238,Love is Fear,Caroline Hanson,3.93,3891,55,1,Valerie Dearborn,2
7839,2401818,House of Cards,C.E. Murphy,3.89,2590,55,1,Negotiator Trilogy/Old Races Universe,2
7839,39092,Midnight Bride,Susan Carroll,3.88,655,55,1,St. Leger,3
7839,2942610,Shockaholic,Carrie Fisher,3.69,15316,55,1,,
7839,10133950,Carthage Must Be Destroyed: The Rise and Fall of an Ancient Civilization,Richard Miles,3.92,3367,55,1,,
7839,387061,"Tall, Dark &amp; Hungry",Lynsay Sands,4.20,18632,55,1,Argeneau,4
7839,10261812,The Space Between,Brenna Yovanoff,3.81,7450,55,1,,
7839,17900106,Sunken Pyramid,Alex Archer,3.81,194,55,1,Rogue Angel,45
7839,116410,Axis,Robert Charles Wilson,3.52,8041,55,1,Spin,2
7839,66483,Infinite Crisis,Geoff Johns,3.85,9435,55,1,,
7839,15937108,Counting by 7s,Holly Goldberg Sloan,4.16,67302,55,1,,
7839,10512744,Oyster: A World History,Drew Smith,4.25,8,55,1,,
7839,3701590,The Temptation of the Night Jasmine,Lauren Willig,3.77,6951,55,1,Pink Carnation,5
7839,7795559,Beneath,Jeremy Robinson,3.90,1481,55,1,Origins,3
7839,1780680,Cairo: A Graphic Novel,G. Willow Wilson,3.77,2219,55,1,,
7839,24396876,The Thing About Jellyfish,Ali Benjamin,4.10,31282,55,1,,
7839,9758764,Then Came You,Jennifer Weiner,3.71,44705,55,1,,
7839,20759684,"Pokémon Adventures (FireRed and LeafGreen), Vol. 25",Hidenori Kusaka,4.47,328,55,1,,
7839,27163013,"Ms. Marvel, Vol. 5: Super Famous",G. Willow Wilson,4.24,10407,55,1,,
7839,1205229,Doctor Who: Seasons of Fear,Paul Cornell,3.90,588,55,1,,
7839,786948,Black Victorians/Black Victoriana,Gretchen Holbrook Gerzina,3.81,26,55,1,,
7839,11509685,Seduction of a Highland Lass,Maya Banks,4.16,23219,55,1,"McCabe Trilogy, ",2
7839,2786357,Wings of the Kite-hawk : A Journey Into the Heart of Australia,Nicolas Rothwell,3.80,20,55,1,,
7839,106312,The Twelfth Card,Jeffery Deaver,3.99,17089,55,1,Lincoln Rhyme,6
7839,6578507,The Postmistress,Sarah Blake,3.36,43720,55,1,,
7839,4065931,Elfennacht: Die siebte Tochter,Allan Frewin Jones,3.60,10900,55,1,The Faerie Path,1
7839,25373616,Bridge Builders: How Superb Communicators Get What They Want in Business and in Life,Maria Keckler,4.50,26,55,1,,
7839,36268351,Dirty Teacher,Malcolm Bryant,2.93,15,55,1,,
7839,12185168,Rose West: The Making of a Monster,Jane Carter Woodrow,4.11,844,55,1,,
7839,2116411,Searching for Eternity,Elizabeth Musser,4.22,527,55,1,,
7839,12050537,Raising Stony Mayhall,Daryl Gregory,3.84,3616,55,1,,
7839,35659024,Small Church Essentials: Field-Tested Principles for Leading a Healthy Congregation of under 250,Karl Vaters,4.39,258,55,1,,
7839,26855,The Romantic Imperative: The Concept of Early German Romanticism,Frederick C. Beiser,3.93,43,55,1,,
7839,5972040,Beyond the Grave,Jude Watson,3.92,45427,55,1,The 39 Clues,4
7839,25614847,Untangled: Guiding Teenage Girls Through the Seven Transitions into Adulthood,Lisa Damour,4.50,8297,55,1,,
7839,32319718,14 Hollow Road,Jenn Bishop,4.13,318,55,1,,
7839,16275,The Colossus of New York,Colson Whitehead,3.72,2571,55,1,,
7882,3072254,Midnight's Daughter,Karen Chance,4.00,19221,54,1,Dorina Basarab,1
7882,201113,Waiting for Snow in Havana: Confessions of a Cuban Boy,Carlos Eire,3.80,6727,54,1,,
7882,423681,The Ha-Ha,Dave King,3.60,3286,54,1,,
7882,1798526,The Complete Artist's Way : Creativity as a Spiritual Practice,Julia Cameron,3.91,103249,54,1,,
7882,5264557,Magic in the Blood,Devon Monk,3.97,7375,54,1,Allie Beckstrom,2
7882,4897884,The Horse Boy: A Father's Quest to Heal His Son,Rupert Isaacson,4.00,4057,54,1,,
7882,32351,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,3566,54,1,,
7882,7025108,"Heart Of Stone (The Negotiator Trilogy, Book 1)",C.E. Murphy,3.71,4372,54,1,,
7882,266934,The Huntress,Susan Carroll,3.88,1329,54,1,The Dark Queen Saga,4
7882,28943,Not the End of the World,Kate Atkinson,3.82,8164,54,1,,
7882,2733297,Charlie Johnson in the Flames,Michael Ignatieff,3.06,63,54,1,,
7882,8078106,The Ghosts of Cannae: Hannibal &amp; the Darkest Hour of the Roman Republic,Robert L. O&#39;Connell,4.07,2313,54,1,,
7882,36338,"Marie, Dancing",Carolyn Meyer,3.77,1160,54,1,,
7882,6022731,Cum Laude,Cecily von Ziegesar,2.52,1843,54,1,,
7882,1422250,Vampires are Forever,Lynsay Sands,4.26,18637,54,1,Argeneau,8
7882,18334269,The Hero's Guide to Being an Outlaw,Christopher Healy,4.32,2786,54,1,The League of Princes,3
7882,18080387,Treasure of Lima,Alex Archer,3.85,177,54,1,Rogue Angel,46
7882,25425830,The Collectors,Steve Halle,5.00,1,54,1,,
7882,9552169,Towers of Midnight,Robert Jordan,4.42,136648,54,1,"Wheel of Time, #13; A Memory of Light",2
7882,1363577,The Seduction of the Crimson Rose,Lauren Willig,3.88,8242,54,1,Pink Carnation,4
7882,9515723,Threshold,Jeremy Robinson,4.18,2025,54,1,Chess Team Adventure,3
7882,2983654,Sweetheart,Chelsea Cain,4.05,19014,54,1,Archie Sheridan &amp; Gretchen Lowell,2
7882,17380554,Soccernomics,Simon Kuper,3.94,16259,54,1,,
7882,35215199,Scroogled,Cory Doctorow,3.62,214,54,1,,
7882,428722,Southland,Nina Revoyr,3.97,1196,54,1,,
7882,8080051,Judoon Monsoon,Oli Smith,3.68,22,54,1,Doctor Who: Decide Your Destiny,15
7882,20759414,"Pokémon Adventures (FireRed and LeafGreen), Vol. 24",Hidenori Kusaka,4.38,324,54,1,,
7882,10158656,22 Britannia Road,Amanda Hodgkinson,3.64,11333,54,1,,
7882,7888037,The Wing of Night: A Novel of Love and War,Brenda Walker,3.33,27,54,1,,
7882,105578,One Night at the Call Center,Chetan Bhagat,2.51,56432,54,1,,
7882,7864535,Russian Winter,Daphne Kalotay,3.75,9610,54,1,,
7882,25431173,The Radiant Road,Katherine Catmull,3.43,557,54,1,,
7882,13155297,Three Strong Women,Marie NDiaye,3.22,2880,54,2,,
7882,27994426,Before Flesh,Sky Corgan,4.19,57,54,1,,
7882,12021605,The Crossbow Cannibal: The Definitive Story of Stephen Griffiths - The Self-Made Serial Killer,Cyril Dixon,3.13,39,54,1,,
7882,144758,Fire by Night,Lynn Austin,4.43,7704,54,1,Refiner's Fire,2
7882,9395676,The Replacement,Brenna Yovanoff,3.56,19541,54,1,,
7882,1685350,"Muddle Earth (Muddle Earth, #1-#3)",Paul Stewart,3.88,1713,54,1,,
7882,6255144,The Black Circle,Patrick Carman,4.00,50409,54,1,The 39 Clues,5
7882,26247053,Bailey's Story,W. Bruce Cameron,4.36,3003,54,1,,
7882,3084974,"Church Unique: How Missional Leaders Cast Vision, Capture Culture, and Create Movement",Will Mancini,4.00,628,54,1,,
7882,52770573,The Bright Side Sanctuary for Animals,Becky Mandelbaum,3.67,675,54,1,,
7882,22259993,Democracy Disrupted: The Politics of Global Protest,Ivan Krastev,4.26,53,54,1,,
7882,10066963,Porcupette Finds a Family,Vanita Oelschlager,4.32,130,54,1,,
7926,3986318,Terminal Freeze,Lincoln Child,3.83,16643,53,1,Jeremy Logan,2
7926,292751,Kate Remembered,A. Scott Berg,3.97,5138,53,1,,
7926,12417,The Poet of Tolstoy Park,Sonny Brewer,3.94,749,53,1,,
7926,3570231,At Grave's End,Jeaniene Frost,4.27,87471,53,2,Night Huntress,3
7926,11148995,Unicorn Bait,S.A. Hunter,3.68,1179,53,1,Unicorn Bait,1
7926,213052,The Silver Rose,Susan Carroll,3.89,1741,53,1,The Dark Queen Saga,3
7926,467590,Wild Dogs,Helen Humphreys,3.84,626,53,1,,
7926,47701,InterWorld,Neil Gaiman,3.54,20105,53,1,InterWorld,1
7926,38529,Bite Me If You Can,Lynsay Sands,4.27,20296,53,1,Argeneau,6
7926,17349203,"Fortunately, the Milk",Neil Gaiman,4.03,57311,53,1,,
7926,18246262,River of Nightmares,Alex Archer,3.78,185,53,1,Rogue Angel,47
7926,6659368,Trotsky: A Biography,Robert Service,3.73,724,53,1,,
7926,13542654,The Cassandra Project,Jack McDevitt,3.45,1403,53,1,,
